Survey ID,Product Name,Print Customer Region,LTR,Source Type,Survey language,Review Source,Star Rating,Product Family,Supplies Family,Printer Family,Model Name,Combined Text,Ink Supply Type,token_count,Response Date,Month of Response Date,predicted_level1,NLTK_Vader_Sentiment,TextBlob_NaiveBayes_Sentiment,TextBlob_Sentiment
336568478,DeskJet 2700 All-in-One Printer series,CA,9,HPS Surveys,French (France),,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2742e All-in-One Printer,I purchased my printer about 3 weeks ago with a 6 month no charge cartridge replacement period. I just got billed by HP and will have to pay a monthly fee...don't understand.,IPH,32,2023-09-08 15:13:36,2023-09-01 00:00:00,Instant Ink related,-0.3818,pos,0.0
319591779,HP OfficeJet Pro 8035 All-in-One Printer,CA,2,HPS Surveys,English,,,Supplies - Ink,CEDELLA ,Malbec,HP OfficeJet Pro 8035 All-in-One Printer,printer often work find need start go tt figure sometimes word work part time miss old black white printer work time wish back use rely sure term decide new printer since one really meet need help desk people really helpful reason printer switch french instruction big problem since client french would rather english instruction help desk guy tell could anything,,60,2023-06-10 13:15:42,2023-06-01 00:00:00,"Others, Customer experience & expectation, Printer Hardware/Printing issues",0.8576,pos,0.08080808080808081
378114676,HP 67 Black Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Obelisk,,HP 67 Black Original Ink Cartridge,"Took the new cartridge from the box, followed the directions as to how to insert, and fixed within seconds. Back to printing! Zero struggle!",IPH,24,2024-03-28 01:00:00,2024-03-01 00:00:00,Cartridge Problem,-0.4374,neg,0.07878787878787878
330891813,HP ENVY 6458e All-in-One Printer,US,7,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6458e All-in-One Printer,"The printer is okay and I received several free ink cartridges from the online service and then suddenly my printer stopped working and it was an ordeal to get it back working. So learned from one of your on line folks I needed to enter a credit card number and to keep the on line service 
I also ended up with several free ink cartridges that came with my printer that I couldn’t use because I wouldn’t enter a credit",IPH,80,2023-08-18 13:27:14,2023-08-01 00:00:00,"Instant Ink related, Printer Hardware/Printing issues, Cartridge Problem, Customer experience & expectation",0.9022,pos,0.18571428571428572
353994140,HP 64 2-pack Black/Tri-color Original Ink Cartridges,US,6,Web Reviews,English,Staples,3.0,Supplies - Ink,Centaur,,HP 64 2-pack Black/Tri-color Original Ink Cartridges,"You have only one of two HP INK products that I need: you have HP 64, but not HP 920.",IPH,20,2023-11-17 08:00:00,2023-11-01 00:00:00,Customer experience & expectation,0.0,neg,0.0
348438297,HP OfficeJet 5255 All-in-One Printer,US,2,HPS Surveys,English,,,Supplies - Ink,Dolmen Refresh,Verona,HP OfficeJet 5255 All-in-One Printer,"I can’t set my printer to my ‘owner printers.’ I have tried many different ways, assistance, and it won’t do it. Also, my printer will say ready, but wont print a lot of the times. I have to shut it off, renter the wifi and then set it up again. Also, I have instant ink that I set up and I am still waiting on my first delivery.",IPH,68,2023-11-17 22:20:48,2023-11-01 00:00:00,"Customer experience & expectation, Printer Hardware/Printing issues, Cartridge Problem, Instant Ink related",0.1901,pos,0.19
354029842,HP Smart Tank 6001 All-in-One,US,5,HPS Surveys,English,,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 6001e All-in-One,"1.  Periodically the dopy feature deactivates; the color copy and black and white copy button lights go out and it will not make copies.   Sometimes the dopy feature will return if I unplug the unit, but sometimes not.    Occasionally, if I just let the copier sit for a day or two, the lights will come back on and the copy feature will work...not always.   I've gotten around the issue by scanning and printing one or two page documents, but it is real pain in the butt.

2. Even when the copy feature is working, It's also very difficult to copy multi-page documents because there seems to be no easy way to turn on the double sided feature; so each copy has to be removed from the document output tray, turned around and re-fed through the supply tray....an even bigger pain in the butt.   The paper supply/feed tray is buried under the document output tray which makes the process even more onerous.

Otherwise, it seems to be a good all-in-one unit, and, although I've only used up about 1/4 of the black ink supply and 10% or so of the colored inks, my guess is that I'd have had to replace ink cartridges in my old cartridge-based copiers at least once by now....so far, that's a REAL plus.",CISS,217,2023-12-18 21:36:17,2023-12-01 00:00:00,Print quality,-0.9161,pos,0.017647058823529408
373759575,HP 63XL High Yield Black Original Ink Cartridge,US,6,Web Reviews,English,Staples,3.0,Supplies - Ink,Dolmen Refresh,,HP 63XL High Yield Black Original Ink Cartridge,The main reason for my low review is your cost! I’m a retired senior citizen and your cost as well with other companies that provide a recurring item like printer cartridges have just but it out of my retirement annuity. I don’t know how much longer I’ll be able to support my printer because of the cost.,IPH,57,2024-03-10 09:00:00,2024-03-01 00:00:00,Customer experience & expectation,0.68,pos,0.14833333333333334
366862004,HP DeskJet 4175e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4175e All-in-One Printer,I enjoy the printer because it allows me to do multiple things and I can receive my ink through mail without having to look around and find ink,IPH,28,2024-03-02 19:12:47,2024-03-01 00:00:00,"Customer experience & expectation, Logistic Handling, Instant Ink related",0.4939,pos,0.2
327072514,HP ENVY Photo 7155 All-in-One Printer,US,8,HPS Surveys,English,,,Supplies - Ink,Centaur,Palermo,HP ENVY Photo 7155 All-in-One Printer,"I've always used an HP printer and have had good results. Trouble is when I get a new computer the printer is incompatible and then I have to upgrade and buy new printer. Seems like not too much later, the printer is deemed to be old and it was difficult to get cartridges, frustrating. 
However I started with instant ink and it is great.  Also now I have a contract that I think will help with printer if I  have issues.  So maybe things are looking up.",IPH,87,2023-07-29 10:54:30,2023-07-01 00:00:00,"Instant Ink related, Customer experience & expectation, Printer Hardware/Printing issues, Cartridge Problem",0.6249,pos,0.07727272727272726
322709133,HP 64 Tri-color Original Ink Cartridge,US,2,Web Reviews,English,Amazon US,1.0,Supplies - Ink,Centaur,,HP 64 Tri-color Original Ink Cartridge,new cartridge allow printer print say printer communicating cartridge nothing fix,IPH,11,2023-06-14 01:00:00,2023-06-01 00:00:00,"Brand Loyalty, Customer experience & expectation, Cartridge Problem",0.2263,pos,0.13636363636363635
354816967,HP 951XL 3-pack High Yield Cyan/Magenta/Yellow Original Ink Cartridges,US,10,Web Reviews,English,Office Depot,5.0,Supplies - Ink,Nesta+,,HP 951XL 3-pack High Yield Cyan/Magenta/Yellow Original Ink Cartridges,i go thru so much ink cartridges it was great having the 3 colors together.,IIC,15,2023-11-29 00:08:39,2023-11-01 00:00:00,Others,0.6249,pos,0.5
338192080,HP 63 Black Original Ink Cartridge,US,10,Web Reviews,English,Amazon US,5.0,Supplies - Ink,Dolmen Refresh,,HP 63 Black Original Ink Cartridge,"Had trouble with my last cartridge, a clone. This one was perfect.",IPH,12,2023-09-13 01:00:00,2023-09-01 00:00:00,Others,0.25,pos,0.26666666666666666
321925980,ENVY Inspire 7900e All-in-One Printer series,US,6,HPS Surveys,English,,,Supplies - Ink,CENTAUR,Novelli Yeti,HP ENVY Inspire 7955e All-in-One Printer,direction specific enough ruin ink cartridge wire hold together cartridge would go right finally get cartridge right work screen keep say paper jam find one even turn printer shake disappointed quality cause inability fix problem even though telephone support help either,,41,2023-06-20 09:42:20,2023-06-01 00:00:00,"Cartridge Problem, Customer experience & expectation, Printer Hardware/Printing issues",-0.8225,pos,-0.029761904761904767
326915424,HP 302XL High Yield Black Original Ink Cartridge,DE,10,Web Reviews,German,Amazon DE,5.0,Supplies - Ink,Dolmen Refresh,,HP 302XL High Yield Black Original Ink Cartridge,Very fast delivery. Everything worked wonderfully.,IPH,6,2023-07-05 01:00:00,2023-07-01 00:00:00,Logistic Handling,0.5994,pos,0.63
326908991,HP 61XL 2-pack High Yield Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Amazon US,5.0,Supplies - Ink,Pyramid Refresh,,HP 61XL 2-pack High Yield Black/Tri-color Original Ink Cartridges,Always use these toners for my printer,IPH,7,2023-07-18 01:00:00,2023-07-01 00:00:00,Others,0.0,pos,0.0
324634019,HP DeskJet 3750 All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Dolmen Refresh,Lhasa,HP DeskJet 3750 All-in-One Printer,"I liked it because it is easy to use and it does not take up much space, it also fulfills the functions of use and the plan to recharge the ink seems fantastic to me.",IPH,35,2023-07-12 13:30:39,2023-07-01 00:00:00,"Instant Ink related, General satisfied",0.8834,pos,0.4083333333333333
368664743,HP ENVY 6032e All-in-One Printer,DE,3,HPS Surveys,German,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6032e All-in-One Printer,"The device is so modern that I don't need it. It takes time until it is ready for use after the shutdown.
 The lights and music are completely unnecessary. Scanning is not possible directly by pressing a button on the device.
 Color cartridges are also very expensive. It would be better to have a decent device at a higher price and the cartridges would have more content and be cheaper.
 I won't buy HP again.",IPH,75,2024-03-08 04:44:42,2024-03-01 00:00:00,Cost,0.6597,pos,0.08666666666666666
327856333,HP DeskJet Ink Advantage 2774 All-in-One Printer,BR,5,HPS Surveys,Portuguese (Brazil),,,Supplies - Ink,Obelisk,Taccola,HP DeskJet Ink Advantage 2779 All-in-One Printer,ink cartridge clogs easily,IPH,4,2023-07-27 04:25:20,2023-07-01 00:00:00,Others,0.34,pos,0.43333333333333335
382973465,HP OfficeJet Pro 8035e All-in-One Printer,US,1,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8035e All-in-One Printer,"Hp scammed me with dishonest representations about their ink supply plans and over charged me when I when I went over their monthly pages printed limit.....they asked me how many pages I thought I would make  and that they'd automatically send me enough ink to print that much.....they never told me they'd charge me  10 cents a page if I printed more pages than that in a month and they used  their Spyware to to keep track to printed not how much ink was left as they reprinted AND they remotely disabled my printer when the credit card used for the  ink auto payments expired instead of sending a bill/notice like a reputable company would.....and THEN when I quit their auto ink plan and bought compatible generic cartridges,  HP remotely shut down my printer again  !!!!!....my printer , my printer that I PAID FOR IN FULL !!!! ...HP is not in the printer sales business in my opinion  , they are in the ink plan con business",IIC,167,2024-04-23 05:45:57,2024-04-01 00:00:00,"Instant Ink related, Cartridge Problem, Printer Hardware/Printing issues",-0.3753,neg,0.12331452546296295
370630303,HP ENVY 6020e All-in-One Printer,CY,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6020e All-in-One Printer,Use too much ink,IPH,4,2024-03-18 00:33:08,2024-03-01 00:00:00,Customer experience & expectation,0.0,pos,0.2
359241087,HP ENVY 5020 All-in-One Printer,GB,10,HPS Surveys,English,,,Supplies - Ink,Dolmen Refresh,Verona,HP ENVY 5020 All-in-One Printer,Ink arrived put the colour in all works fine I like the bigger ink cartridge they should last a lot longer than the other ones,IPH,25,2024-01-21 17:10:26,2024-01-01 00:00:00,Customer experience & expectation,0.5106,pos,0.07291666666666667
336466064,HP 65 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Office Depot,5.0,Supplies - Ink,Dolmen Refresh,,HP 65 2-pack Black/Tri-color Original Ink Cartridges,I always use genuine HP ink. Dries fast - no smearing.,IPH,11,2023-09-05 22:04:34,2023-09-01 00:00:00,"Customer experience & expectation, General satisfied",-0.296,pos,0.30000000000000004
335871184,HP OfficeJet 8010 series,US,8,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet 8015e All-in-One Printer,"Good price, quick delivery and good experience with previous HP printers. Not crazy about the instant ink and having the printer communicating with the cloud on it's own.",IIC,28,2023-09-11 06:41:56,2023-09-01 00:00:00,Instant Ink related,0.7805,pos,0.35238095238095235
382404306,HP ENVY 6055e All-in-One Printer,US,7,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6055e All-in-One Printer,"Love the printer, but wasn't privy to the ink plan and I'm not sure if I like it or not.",IPH,20,2024-04-23 09:46:07,2024-04-01 00:00:00,Instant Ink related,0.5279,pos,0.125
341720567,HP DeskJet Ink Advantage 2775 All-in-One Printer,TT,8,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola,HP DeskJet Ink Advantage 2775 All-in-One Printer,The black ink that came in the printer package was useless. It did not work at all. I purchased a new ink cartridge and the printer itself works well.,IPH,29,2023-10-12 09:54:58,2023-10-01 00:00:00,Print quality,-0.1779,pos,-0.17676767676767677
371906244,HP Tango X,US,0,HPS Surveys,English,,,Supplies - Ink,Centaur,Infinity,HP Tango X,Difficult to use and connect.  The prepaid ink subscription when not needed is annoying.  Regret purchase,IPH,16,2024-03-23 11:00:48,2024-03-01 00:00:00,Instant Ink related,-0.4664,pos,-0.65
326957565,HP OfficeJet 3833 All-in-One Printer,IE,10,HPS Surveys,English,,,Supplies - Ink,Dolmen Refresh,Shaolin,HP OfficeJet 3833 All-in-One Printer,"Ease of use, no worries about ink supplies, delivered in time and excellent recycling service",IPH,15,2023-07-22 05:59:31,2023-07-01 00:00:00,Others,0.8192,pos,1.0
356027609,HP DeskJet 4155e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,"This printer has been siting on my desk inoperable almost since I purchased it.  When I discontinued the ink subscription it stopped functioning.  I sent back all the ink that was sent to me but then the newly purchased ones would not work.  Thus it was a wasted purchase for me.  
If someone could assist I would appreciate it.  I did talk to someone quite awhile ago for a long call trying to get it to work but it was not successful and the problem of it locking up continued!",IPH,90,2024-01-05 10:46:44,2024-01-01 00:00:00,"Printer Hardware/Printing issues, Customer experience & expectation, Instant Ink related, Others",-0.8793,pos,-0.11647727272727273
324740780,HP ENVY Pro 6458 All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari,HP ENVY Pro 6458 All-in-One Printer,Because never wait for ink an paper,IPH,7,2023-07-15 11:00:34,2023-07-01 00:00:00,Others,0.0,pos,0.0
349942889,HP ENVY 6458e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6458e All-in-One Printer,"It is compact, I can print from any of my devices without being in the room and love the option to print front and back on one page which helps in saving paper. I also, love that it tracks my usage with ink delivered before it runs out which also informs which monthly print package I require.",IPH,57,2023-11-29 04:57:40,2023-11-01 00:00:00,Others,0.9001,neg,0.3333333333333333
354567995,HP OfficeJet 8014e All-in-One Printer,GB,8,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet 8014e All-in-One Printer,"A good printer. I had real problems with the first one, bought a second one and was then advised that there had been a batch of faulty ink cartridges so I could get a replacement printer FOC which I did. I sent the new purchase back for a full refund. 
Great staff in Romania! Mutamesk!",IIC,55,2023-12-23 15:11:26,2023-12-01 00:00:00,Cartridge Problem,0.555,neg,0.32954545454545453
365660717,HP DeskJet 2722e All-in-One Printer,ES,3,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2722e All-in-One Printer,I have had problems with cartridges and with hp support who did not solve my problem and wasted my time.,IPH,20,2024-02-23 04:13:37,2024-02-01 00:00:00,Others,-0.3682,neg,-0.2
365784136,HP Smart Tank 7602 All-in-One,US,9,HPS Surveys,English,,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 7602 All-in-One,This printer has the features I wanted. It will scan and copy and scan photos to my computer in a PDF format. The ink should last longer than print cartridges.,CISS,30,2024-02-21 13:52:47,2024-02-01 00:00:00,Others,0.0,pos,0.0
350042181,HP ENVY 6020e All-in-One Printer,SG,9,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6020e All-in-One Printer,"it is so convenient, and it took aways all my worry about no ink and buying the cartridge.",IPH,18,2023-12-08 16:47:28,2023-12-01 00:00:00,Others,-0.6249,pos,0.0
346367467,DeskJet 2700 All-in-One Printer series,ES,10,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2720e All-in-One Printer,I have always worked with this brand of printer with good results and the ink service is very efficient.,IPH,19,2023-11-14 05:09:10,2023-11-01 00:00:00,"Instant Ink related, General satisfied",0.7178,pos,0.44999999999999996
321535902,HP Smart Tank Plus 551 Wireless All-in-One,CA,0,HPS Surveys,English,,,Supplies - Ink,POSEIDON,Poseidon,HP Smart Tank Plus 551 Wireless All-in-One,third printer purchase problem second last one paper jame fail printer head last one paper jame smear ink become noisy,,20,2023-06-21 18:33:16,2023-06-01 00:00:00,Others,-0.8555,pos,-0.1
369782836,HP ENVY Inspire 7255e All-in-One Printer,US,7,HPS Surveys,English,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7255e All-in-One Printer,I am signed up for the ink delivery and sometimes my printer starts showing ink issues well before I receive a new cartridge.  Currently printing green instead of black but otherwise everything has been good,IPH,35,2024-03-22 06:46:38,2024-03-01 00:00:00,Print quality,0.6597,pos,0.09393939393939392
332027510,HP ENVY 6430e All-in-One Printer,DE,0,HPS Surveys,German,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6430e All-in-One Printer,"- No on and off button
 - Incredibly high ink consumption
 - tremendously slow printing",IPH,15,2023-08-18 10:06:49,2023-08-01 00:00:00,Others,-0.296,pos,-0.07000000000000002
249953205,HP 902 3-pack Cyan/Magenta/Yellow Original Ink Cartridges,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Makeda,,HP 902 3-pack Cyan/Magenta/Yellow Original Ink Cartridges,Only complaint web site said reorder but had to go through finding all over again. No problem with the ink.,IIC,20,2023-09-05 09:58:28,2023-09-01 00:00:00,Others,0.3153,pos,-0.15
372852395,HP DeskJet 4155e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,Because you debit my account every month yet Never send my ink,IPH,12,2024-03-23 04:28:45,2024-03-01 00:00:00,"Logistic Handling, Instant Ink related",0.0,pos,0.0
318871459,HP OfficeJet 8020 series,CA,0,HPS Surveys,English,,,Supplies - Ink,CEDELLA ,Malbec Yeti,HP OfficeJet 8022e All-in-One Printer,buy first printer less 6 month ago stop print return thought would try one time since buy new ink old one try scan new one work st scan try scan printer lose connection work,,34,2023-06-07 11:52:21,2023-06-01 00:00:00,"Instant Ink related, Printer Hardware/Printing issues",-0.5994,pos,0.09121212121212122
358158361,HP DeskJet 2722e All-in-One Printer,GB,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2722e All-in-One Printer,Found this printer hard to understand and free inks is a con,IPH,12,2024-01-16 04:48:58,2024-01-01 00:00:00,"Customer experience & expectation, Instant Ink related",0.4404,neg,0.05416666666666667
341510173,HP OfficeJet Pro 8025e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,Because before you run out of ink..the ink will be at your door step so you won't have to wait for it to come over all great....,IIC,27,2023-10-07 06:30:44,2023-10-01 00:00:00,Others,0.6249,pos,0.8
365079266,HP 910 3-pack Cyan/Magenta/Yellow Original Ink Cartridges,US,8,Web Reviews,English,Staples,4.0,Supplies - Ink,Cedella,,HP 910 3-pack Cyan/Magenta/Yellow Original Ink Cartridges,Printer ink is of great quality but pricey.,IIC,8,2024-01-31 08:00:00,2024-01-01 00:00:00,"Cost, General satisfied",0.3716,pos,0.8
367547135,HP ENVY 6432e All-in-One Printer,DE,1,HPS Surveys,German,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6432e All-in-One Printer,"Making a printer that feels like it uses up all the ink for 10 pages and then outputs a 2-page colorful test sheet every time you turn it on once a month and have to buy new ink immediately after 3 print jobs. Plus you can't connect this weird automatic ink ordering thing. Overall, a total bad buy",IPH,58,2024-02-29 01:06:24,2024-02-01 00:00:00,Customer experience & expectation,-0.4885,pos,-0.12727272727272723
370073613,HP ENVY 6455e All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6455e All-in-One Printer,"Easy to use; rapid printing, both black and in color.  Long on ink use.",IPH,14,2024-03-13 10:06:56,2024-03-01 00:00:00,"Print quality, Cartridge Problem, Customer experience & expectation",0.4404,pos,0.07222222222222224
324603655,HP DeskJet Ink Advantage 2774 All-in-One Printer,BR,6,HPS Surveys,Portuguese (Brazil),,,Supplies - Ink,Obelisk,Taccola,HP DeskJet Ink Advantage 2779 All-in-One Printer,"The printer has a great
 printing, but the question of the ink cartridges not lasting and being very expensive leaves something to be desired. I do not recommend it, even for those who only use it for simple things at home.",IPH,41,2023-07-09 11:19:11,2023-07-01 00:00:00,Cost,0.3685,pos,0.030000000000000006
363494776,HP OfficeJet Pro 8035e All-in-One Printer,US,6,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8035e All-in-One Printer,Many times it just didn’t print. I had to call Hp to get it to work . Since I’ve signed up for the print program I’ve never received ink and I’ve paid a monthly fee.,IIC,35,2024-02-10 17:20:23,2024-02-01 00:00:00,"Logistic Handling, Instant Ink related",0.0,neg,0.5
325167602,HP OfficeJet Pro 6978 All-in-One Printer,US,8,HPS Surveys,English,,,Supplies - Ink,Makeda,Muscatel,HP OfficeJet Pro 6978 All-in-One Printer,"Everything is a learning lesson, self application progress to do better. Improving what is flawed, I received a low toner notification, but I purchased the bigger toner cartridge to avoid this problem. I still received the notification none the less. The machine adjusted and printed the document.",IIC,47,2023-07-18 18:12:26,2023-07-01 00:00:00,Others,-0.7038,pos,-0.03333333333333333
355913968,HP OfficeJet Pro 8025e All-in-One Printer,US,8,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,This machine is really good but not as well as the past HP printers were. For some reason when I need to print it doesn't print right away but says that its searching for the printer.I have go mess around for it and it will take some times several minutes to work. Also sometimes the printer will not print until I found out if an ink is empty or low IT WILL NOT PRINT!!  Not acceptable especially when I'm printing b/w.,IIC,81,2024-01-01 23:44:54,2024-01-01 00:00:00,"Printer Hardware/Printing issues, Others",-0.7744,pos,0.05758928571428572
348873139,HP ENVY 6455e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6455e All-in-One Printer,"Because of your subsidiary who sell the ink cartridges, Insta (whatever), once they have a credit card number and a commitment to buy from them, they intentionally ignore your request to try and cancel the subscription and when you try to talk to them about it on that ""Chat Box"", it doesn't understand what I'm want to do. When I wrote to the company, twice, I never received a response to my letters. There support staff sucks.",IPH,77,2023-11-22 14:14:44,2023-11-01 00:00:00,"Customer experience & expectation, Instant Ink related, Cartridge Problem, Logistic Handling",0.3612,pos,-0.3
321356750,HP 910XL High Yield Black/910 Cyan/Magenta/Yellow 4-pack Original Ink Cartridges,US,10,Web Reviews,English,Amazon US,5.0,Supplies - Ink,Cedella,,HP 910XL High Yield Black/910 Cyan/Magenta/Yellow 4-pack Original Ink Cartridges,really good wish subscription,IIC,4,2023-06-12 01:00:00,2023-06-01 00:00:00,Customer experience & expectation,0.7328,neg,0.7
353624744,HP 62XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Minotaur,,HP 62XL High Yield Black Original Ink Cartridge,"Reliable product, quick delivery.",IPH,4,2023-12-13 21:06:20,2023-12-01 00:00:00,Logistic Handling,0.0,neg,0.3333333333333333
342137564,HP 62 Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Minotaur,,HP 62 Tri-color Original Ink Cartridge,Item(s) received on time and as described.,IPH,7,2023-10-10 01:00:00,2023-10-01 00:00:00,Others,0.0,pos,0.0
352532573,HP OfficeJet Pro 9015e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9015e All-in-One Printer,Best printer I have had for quality speed and being on instant ink program I don’t have to run around in middle of project.,IIC,24,2023-12-10 06:49:47,2023-12-01 00:00:00,"General satisfied, Instant Ink related, Print quality",0.6369,pos,0.3333333333333333
333596241,HP DeskJet 2755e All-in-One Printer,CA,1,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2755e All-in-One Printer,"the ""FREE"" cartridges came regularly, once I had to pay, the ink stopped coming. When I had trouble with my creditcard you stopped my printer from working, this is an extremely poor practice, I already paid for the ink in my machine, as far as I am concerned you stole from me. I will NEVER USE this program again, or recommend HP, I am also considering throwing my printer in the garbage (not selling so you still have a customer) and buying a different brand that is NOT connected to you at all.",IPH,93,2023-08-26 13:51:35,2023-08-01 00:00:00,"Instant Ink related, Customer experience & expectation, Printer Hardware/Printing issues, Cartridge Problem",-0.4137,pos,-0.016666666666666666
358897726,ENVY 6400 All-in-One Printer series,US,9,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6455e All-in-One Printer,"HP had a conversation with me to purchase a new home printer due to the old one had pink ink smeared over all the pictures.  Unable to get it cleaned to use.  
We just installed it.... have not had time to use it yet.",IPH,44,2024-01-17 10:54:48,2024-01-01 00:00:00,Others,0.0,pos,-0.09772727272727273
348469924,HP OfficeJet Pro 6978 All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Makeda,Muscatel,HP OfficeJet Pro 6978 All-in-One Printer,"You turned off my computer x 2 because of your ink program.
Perfectly good printer in the dump.
Will never use HP products again",IIC,24,2023-11-18 08:27:03,2023-11-01 00:00:00,Others,0.6705,pos,0.7
347063471,HP DeskJet 4120e All-in-One Printer,DE,7,HPS Surveys,German,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4120e All-in-One Printer,We don't have any problems with the printer except with the internet connection. We no longer receive ink cartridges even though we have taken out the subscription.,IPH,27,2023-11-11 00:04:18,2023-11-01 00:00:00,Instant Ink related,0.015,pos,0.0
340426619,HP 62XL High Yield Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Staples,5.0,Supplies - Ink,Minotaur,,HP 62XL High Yield Tri-color Original Ink Cartridge,"This should last about three months. If doing photography go to Walgreens to print pictures, save $ on ink for copies or documents. You get the idea.",IPH,27,2023-09-24 08:00:00,2023-09-01 00:00:00,Others,0.4939,neg,0.0
319202519,HP Smart Tank 7006 All-in-One,ES,10,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,SAYAN,Sayan,HP Smart Tank 7006 All-in-One,fast comfortable simple economical due ink charge ii automatic print side,,11,2023-06-10 12:16:27,2023-06-01 00:00:00,Customer experience & expectation,0.5106,pos,0.15500000000000003
325853121,HP 61 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Office Depot,5.0,Supplies - Ink,Pyramid Refresh,,HP 61 2-pack Black/Tri-color Original Ink Cartridges,"As always, it is best to buy Genuine HP ink.",IPH,10,2023-07-12 05:05:47,2023-07-01 00:00:00,"Instant Ink related, General satisfied",0.6369,pos,0.7
329707579,ENVY 6400 All-in-One Printer series,US,1,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6455e All-in-One Printer,"I got over having to use the app on my phone to scan. But then send somewhere, download, etc. Too many extra steps. Then to get continually diverted to try to get subscribed to your ink subscription. Probably never buy another hp product. Bloated. Cannot stand it.",IPH,47,2023-08-10 09:39:14,2023-08-01 00:00:00,"Printer Hardware/Printing issues, Instant Ink related",0.0,pos,0.25
369675967,HP OfficeJet Pro 8025e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,The ink program makes life so easy for the customer and this printer is very reliable,IIC,16,2024-03-09 04:29:01,2024-03-01 00:00:00,"General satisfied, Instant Ink related",0.5777,pos,0.31666666666666665
